BatchNo, BoardNo, Color, Specification, BoardArea, WorkPiecesQty, WorkPiecesArea, Ratio, OddArea
Cabinet3,39,0,24400*12200,2.9768E8,12,2.957074E8,99.3373421123354%,
Cabinet3,40,0,24400*12200,2.9768E8,10,2.925003E8,98.2599771566783%,
Cabinet3,41,0,24400*12200,2.9768E8,12,2.928426E8,98.37496640687988%,
Cabinet3,42,0,24400*12200,2.9768E8,15,2.947867E8,99.0280502553077%,
Cabinet3,43,0,24400*12200,2.9768E8,14,2.940444E8,98.77868852459017%,
Cabinet3,44,0,24400*12200,2.9768E8,14,2.958012E8,99.3688524590164%,
Cabinet3,45,1,24400*12200,2.9768E8,6,2.841857E8,95.46684359043267%,
Cabinet3,46,1,24400*12200,2.9768E8,6,2.917429E8,98.0055428648213%,
Cabinet3,47,1,24400*12200,2.9768E8,4,2.893424E8,97.1991400161247%,
Cabinet3,48,1,24400*12200,2.9768E8,6,2.832048E8,95.13732867508733%,
Cabinet3,49,1,24400*12200,2.9768E8,7,2.950074E8,99.1021902714324%,
Cabinet3,50,1,24400*12200,2.9768E8,6,2.946895E8,98.99539774254234%,
Cabinet3,51,1,24400*12200,2.9768E8,7,2.884721E8,96.90677909164202%,
Cabinet3,52,1,24400*12200,2.9768E8,5,2.888746E8,97.04199140016125%,
Cabinet3,53,1,24400*12200,2.9768E8,7,2.863536E8,96.19510884170923%,
Cabinet3,54,1,24400*12200,2.9768E8,5,2.938604E8,98.7168771835528%,
Cabinet3,55,1,24400*12200,2.9768E8,5,2.863676E8,96.19981187852727%,
Cabinet3,56,1,24400*12200,2.9768E8,4,2.894976E8,97.25127653856491%,
Cabinet3,57,1,24400*12200,2.9768E8,3,2.630608E8,88.37033055630206%,
Cabinet3,58,1,24400*12200,2.9768E8,6,2.92102E8,98.12617575920453%,
Cabinet3,59,1,24400*12200,2.9768E8,6,2.824405E8,94.88057645794142%,
Cabinet3,60,1,24400*12200,2.9768E8,5,2.879428E8,96.72897070679925%,
Cabinet3,61,1,24400*12200,2.9768E8,5,2.871438E8,96.46056167696857%,
Cabinet3,62,1,24400*12200,2.9768E8,4,2.770584E8,93.07256113947864%,
Cabinet3,63,1,24400*12200,2.9768E8,6,2.853716E8,95.86522440204246%,
Cabinet3,64,1,24400*12200,2.9768E8,6,2.862976E8,96.17629669443699%,
Cabinet3,65,1,24400*12200,2.9768E8,5,2.858224E8,96.01666218758399%,
Cabinet3,66,1,24400*12200,2.9768E8,7,2.922695E8,98.18244423542059%,
Cabinet3,67,1,24400*12200,2.9768E8,7,2.882192E8,96.8218220908358%,
Cabinet3,68,1,24400*12200,2.9768E8,2,2.227088E8,74.81483472184897%,
Cabinet3,69,1,24400*12200,2.9768E8,6,2.875654932E8,96.60222158022037%,
Cabinet3,70,1,24400*12200,2.9768E8,6,2.907163E8,97.660675893577%,
Cabinet3,71,1,24400*12200,2.9768E8,4,2.8321185E8,95.13969699005644%,
Cabinet3,72,1,24400*12200,2.9768E8,7,2.885694E8,96.93946519752754%,
Cabinet3,73,1,24400*12200,2.9768E8,5,2.834996E8,95.23636119322764%,
Cabinet3,74,1,24400*12200,2.9768E8,7,2.943026E8,98.86542596076323%,
Cabinet3,75,1,24400*12200,2.9768E8,6,2.916803E8,97.98451357162054%,
Cabinet3,76,1,24400*12200,2.9768E8,6,2.922792E8,98.1857027680731%,
Cabinet3,77,1,24400*12200,2.9768E8,5,2.893959E8,97.21711233539371%,
Cabinet3,78,1,24400*12200,2.9768E8,5,2.834996E8,95.23636119322764%,
Cabinet3,79,1,24400*12200,2.9768E8,4,2.918793E8,98.05136388067723%,
Cabinet3,80,1,24400*12200,2.9768E8,5,2.826845E8,94.96254367105617%,
Cabinet3,81,1,24400*12200,2.9768E8,6,2.851049932E8,95.7756628594464%,
Cabinet3,82,1,24400*12200,2.9768E8,3,2.804209E8,94.20212980381618%,
Cabinet3,83,1,24400*12200,2.9768E8,7,2.798207E8,94.00050389680193%,
Cabinet3,84,1,24400*12200,2.9768E8,7,2.913502E8,97.87362268207471%,
Cabinet3,85,1,24400*12200,2.9768E8,7,2.93987E8,98.75940607363611%,
Cabinet3,86,1,24400*12200,2.9768E8,6,2.899349E8,97.39817925288901%,
Cabinet3,87,1,24400*12200,2.9768E8,1,2.75904E8,92.6847621607095%,
Cabinet3,88,1,24400*12200,2.9768E8,7,2.940849E8,98.7922937382424%,
Cabinet3,89,1,24400*12200,2.9768E8,6,2.84269E8,95.49482665950012%,
Cabinet3,90,1,24400*12200,2.9768E8,6,2.808808E8,94.35662456328944%,
Cabinet3,91,1,24400*12200,2.9768E8,7,2.862778E8,96.16964525665144%,
Cabinet3,92,1,24400*12200,2.9768E8,3,2.508528E8,84.26928245095404%,
Cabinet3,93,1,24400*12200,2.9768E8,6,2.861748E8,96.13504434291858%,
Cabinet3,94,1,24400*12200,2.9768E8,7,2.877549E8,96.66584923407687%,
Cabinet3,95,1,24400*12200,2.9768E8,4,2.913252E8,97.86522440204246%,
Cabinet3,96,1,24400*12200,2.9768E8,6,2.868374E8,96.35763235689332%,
Cabinet3,97,1,24400*12200,2.9768E8,4,2.8394315E8,95.38536347755979%,
Cabinet3,98,1,24400*12200,2.9768E8,3,2.722858E8,91.46929588820208%,
Cabinet3,99,1,24400*12200,2.9768E8,5,2.870391E8,96.42538968019349%,
Cabinet3,100,1,24400*12200,2.9768E8,5,2.893518E8,97.20229776941683%,
Cabinet3,101,1,24400*12200,2.9768E8,5,2.834996E8,95.23636119322764%,
Cabinet3,102,1,24400*12200,2.9768E8,5,2.857952E8,96.0075248589089%,
Cabinet3,103,1,24400*12200,2.9768E8,7,2.809494E8,94.37966944369794%,
Cabinet3,104,1,24400*12200,2.9768E8,7,2.90434E8,97.56584251545284%,
Cabinet3,105,1,24400*12200,2.9768E8,6,2.870086E8,96.41514377855415%,
Cabinet3,106,1,24400*12200,2.9768E8,7,2.924376E8,98.23891427035743%,
Cabinet3,107,1,24400*12200,2.9768E8,4,2.654298E8,89.16615157215803%,
Cabinet3,108,1,24400*12200,2.9768E8,6,2.859252E8,96.0511959150766%,
Cabinet3,109,1,24400*12200,2.9768E8,5,2.843393E8,95.51844262295081%,
Cabinet3,110,1,24400*12200,2.9768E8,4,2.76113E8,92.75497178177909%,
Cabinet3,111,1,24400*12200,2.9768E8,3,2.710054E8,91.03916957807041%,
Cabinet3,112,1,24400*12200,2.9768E8,4,2.806814E8,94.28963988175222%,
Cabinet3,113,1,24400*12200,2.9768E8,5,2.897046E8,97.32081429723192%,
Cabinet3,114,1,24400*12200,2.9768E8,5,2.707451932E8,90.95175799516258%,
Cabinet3,115,1,24400*12200,2.9768E8,5,2.826845E8,94.96254367105617%,
Cabinet3,116,1,24400*12200,2.9768E8,7,2.866799E8,96.30472319269015%,
Cabinet3,117,1,24400*12200,2.9768E8,7,2.899363E8,97.39864955657082%,
Cabinet3,118,1,24400*12200,2.9768E8,4,2.726738E8,91.59963719430262%,
Cabinet3,119,1,24400*12200,2.9768E8,7,2.853393E8,95.85437382424081%,
Cabinet3,120,1,24400*12200,2.9768E8,7,2.875042E8,96.58163128191346%,
Cabinet3,121,1,24400*12200,2.9768E8,4,2.8347325E8,95.22750940607365%,
Cabinet3,122,1,24400*12200,2.9768E8,7,2.900844E8,97.44840096748186%,
Cabinet3,123,1,24400*12200,2.9768E8,1,2.75904E8,92.6847621607095%,
Cabinet3,124,1,24400*12200,2.9768E8,8,2.764131E8,92.85578473528622%,
Cabinet3,125,1,24400*12200,2.9768E8,5,2.8294935E8,95.05151504971782%,
